# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FF       = Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur; 
# FX       = Hoogste windstoot (in 0.1 m/s) over het afgelopen uurvak; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# RH       = Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# VV       = Horizontaal zicht tijdens de waarneming (0=minder dan 100m, 1=100-200m, 2=200-300m,..., 49=4900-5000m, 50=5-6km, 56=6-7km, 57=7-8km, ..., 79=29-30km, 80=30-35km, 81=35-40km,..., 89=meer dan 70km); 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# U        = Relatieve vochtigheid (in procenten) op 1.50 m hoogte tijdens de waarneming; 
# WW       = Weercode (00-99), visueel(WW) of automatisch(WaWa) waargenomen, voor het actuele weer of het weer in het afgelopen uur. Zie http://bibliotheek.knmi.nl/scholierenpdf/weercodes_Nederland; 
# IX       = Weercode indicator voor de wijze van waarnemen op een bemand of automatisch station (1=bemand gebruikmakend van code uit visuele waarnemingen, 2,3=bemand en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 4=automatisch en opgenomen (gebruikmakend van code uit visuele waarnemingen), 5,6=automatisch en weggelaten (geen belangrijk weersverschijnsel, geen gegevens), 7=automatisch gebruikmakend van code uit automatische waarnemingen); 
# M        = Mist 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# R        = Regen 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# S        = Sneeuw 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# O        = Onweer 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# Y        = IJsvorming 0=niet voorgekomen, 1=wel voorgekomen in het voorgaande uur en/of tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
# 
  240,20191114,   17,   90,   30,   30,   50,   70,     ,   40,    0,    0,    0,    0,10032,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   18,   90,   30,   30,   50,   68,   59,   43,    0,    0,    0,    0,10040,   70,    8,   84,    2,    7,    0,    0,    0,    0,    0
  240,20191114,   19,   80,   30,   30,   50,   67,     ,   41,    0,    0,    0,    0,10039,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   20,   80,   30,   30,   40,   64,     ,   37,    0,    0,    0,    0,10044,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   21,   70,   30,   30,   40,   62,     ,   37,    0,    0,    0,    0,10044,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   22,   50,   40,   30,   90,   58,     ,   38,    0,    0,    0,    0,10038,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   23,   60,   50,   70,   90,   56,     ,   36,    0,    0,    0,    0,10036,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20191114,   24,   80,   40,   30,   80,   44,   35,   26,    0,    0,    0,    0,10042,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    1,   40,   30,   30,   50,   40,     ,   26,    0,    0,    0,    0,10036,   66,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    2,   50,   40,   40,   70,   44,     ,   27,    0,    0,    0,    0,10032,   61,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    3,   50,   40,   50,   70,   42,     ,   26,    0,    0,    0,    0,10027,   60,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    4,   50,   50,   60,   80,   40,     ,   23,    0,    0,    0,    0,10023,   58,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20191115,    5,   60,   70,   90,  120,   39,     ,   20,    0,    0,    0,    0,10016,   59,    8,   87,   10,    7,    0,    0,    0,    0,    0
  240,20191115,    6,   70,   80,   70,  120,   39,   19,   16,    0,    0,    0,    0,10024,   61,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    7,   60,   70,   70,  120,   40,     ,   14,    0,    0,    0,    0,10015,   61,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    8,   80,   80,   80,  120,   42,     ,   12,    0,    2,    0,    0,10021,   62,    8,   80,     ,    5,    0,    0,    0,    0,    0
  240,20191115,    9,   60,   80,   90,  120,   46,     ,   17,    0,    5,    0,    0,10019,   60,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20191115,   10,   50,   70,   50,  120,   50,     ,   22,    0,   14,    0,    0,10021,   60,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20191115,   11,   40,   60,   60,  100,   52,     ,   26,    0,   15,    0,    0,10017,   59,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   12,   40,   70,   70,  110,   50,   34,   25,    0,   15,    0,    0,10013,   59,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   13,   50,   60,   60,  100,   50,     ,   25,    0,   14,    0,    0,10010,   59,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   14,   70,   60,   60,  110,   50,     ,   24,    0,    8,    0,    0,10012,   58,    8,   83,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   15,   60,   60,   60,  100,   50,     ,   26,    0,   11,    0,    0,10007,   58,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   16,   80,   50,   50,   90,   51,     ,   28,    0,    4,    0,    0,10016,   58,    8,   84,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   17,   70,   40,   40,   70,   52,     ,   30,    0,    0,    0,    0,10021,   57,    8,   85,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   18,   80,   40,   40,   60,   51,   46,   33,    0,    0,    0,    0,10028,   57,    8,   88,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   19,   70,   30,   30,   50,   49,     ,   34,    0,    0,    0,    0,10033,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   20,   90,   30,   20,   50,   50,     ,   34,    0,    0,    0,    0,10041,   56,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   21,  100,   20,   20,   30,   50,     ,   35,    0,    0,    0,    0,10045,   57,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   22,   90,   10,   10,   30,   46,     ,   33,    0,    0,    0,    0,10048,   56,    8,   91,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   23,  100,   20,   20,   40,   30,     ,   22,    0,    0,    0,    0,10048,   50,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20191115,   24,  100,   20,   20,   30,   24,   13,   19,    0,    0,    0,    0,10053,   50,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20191116,    1,  110,   20,   20,   30,   33,     ,   27,    0,    0,    0,    0,10054,   50,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20191116,    2,  190,   10,   10,   20,   25,     ,   19,    0,    0,    0,    0,10052,   50,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20191116,    3,  190,   10,   10,   10,   27,     ,   24,    0,    0,    0,    0,10055,   42,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20191116,    4,  180,   20,   20,   30,   22,     ,   17,    0,    0,    0,    0,10054,   60,    8,   96,     ,    5,    0,    0,    0,    0,    0
  240,20191116,    5,    0,   20,    0,   30,   28,     ,   18,    0,    0,    0,    0,10055,   61,    8,   92,     ,    5,    0,    0,    0,    0,    0
  240,20191116,    6,  190,   10,   10,   10,   20,    5,   16,    0,    0,    0,    0,10058,   59,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20191116,    7,  160,   10,   20,   20,   22,     ,   16,    0,    0,    0,    0,10064,   63,    8,   96,     ,    5,    0,    0,    0,    0,    0
  240,20191116,    8,  140,   20,   20,   30,   28,     ,   22,    0,    4,    0,    0,10071,   60,    8,   95,     ,    5,    0,    0,    0,    0,    0
  240,20191116,    9,  180,   20,   20,   20,   38,     ,   26,    0,   21,    0,    0,10072,   63,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   10,  170,   20,   20,   40,   52,     ,   33,    0,   41,    0,    0,10075,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   11,  200,   30,   30,   40,   57,     ,   33,    0,   49,    0,    0,10073,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   12,  190,   30,   40,   40,   58,    4,   37,    0,   36,    0,    0,10074,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   13,  190,   40,   40,   60,   60,     ,   34,    0,   43,    0,    0,10074,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   14,  190,   40,   40,   60,   60,     ,   34,    0,   30,    0,    0,10073,   70,    8,   83,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   15,  180,   40,   40,   60,   53,     ,   33,    5,   20,    0,    0,10078,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   16,  180,   30,   40,   50,   50,     ,   31,    0,    3,    0,    0,10081,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   17,  170,   40,   40,   60,   48,     ,   30,    0,    0,    0,    0,10086,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   18,  160,   30,   30,   50,   49,   38,   32,    0,    0,    0,    0,10089,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   19,  180,   40,   50,   60,   53,     ,   33,    0,    0,    0,    0,10093,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   20,  170,   60,   60,   90,   57,     ,   34,    0,    0,    0,    0,10099,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   21,  180,   50,   50,   80,   56,     ,   34,    0,    0,    0,    0,10100,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   22,  180,   40,   50,   60,   57,     ,   34,    0,    0,    0,    0,10101,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   23,  180,   40,   40,   60,   57,     ,   35,    0,    0,    0,    0,10101,   70,    8,   85,     ,    5,    0,    0,    0,    0,    0
  240,20191116,   24,  180,   40,   40,   50,   50,   39,   30,    0,    0,    0,    0,10102,   69,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    1,  180,   40,   40,   60,   54,     ,   34,    0,    0,    0,    0,10107,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    2,  160,   40,   30,   60,   52,     ,   32,    0,    0,    0,    0,10107,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    3,  160,   30,   30,   50,   47,     ,   31,    0,    0,    0,    0,10111,   69,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    4,  150,   30,   30,   50,   43,     ,   29,    0,    0,    0,    0,10112,   67,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    5,  160,   20,   10,   40,   24,     ,   16,    0,    0,    0,    0,10105,   65,    0,   94,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    6,  160,   20,   30,   40,   17,   -9,   10,    0,    0,    0,    0,10112,   61,    0,   95,     ,    5,    0,    0,    0,    0,    0
  240,20191117,    7,  150,   30,   20,   40,   16,     ,   10,    0,    0,    0,    0,10119,   57,    0,   95,   10,    7,    0,    0,    0,    0,    0
  240,20191117,    8,  150,   30,   30,   50,   23,     ,   17,    0,    7,    0,    0,10124,   58,    6,   95,   10,    7,    0,    0,    0,    0,    0
  240,20191117,    9,  150,   20,   20,   40,   33,     ,   24,    7,   33,    0,    0,10127,   58,    0,   93,   10,    7,    0,    0,    0,    0,    0
  240,20191117,   10,  120,   20,   10,   30,   49,     ,   28,    7,   62,    0,    0,10129,   62,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   11,    0,   10,    0,   20,   70,     ,   36,   10,   90,    0,    0,10120,   66,    4,   79,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   12,   10,   10,   10,   20,   82,   -9,   37,   10,   99,    0,    0,10121,   72,    7,   73,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   13,   30,   20,   20,   30,   85,     ,   35,   10,   92,    0,    0,10118,   74,    8,   71,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   14,   60,   30,   30,   40,   74,     ,   39,    7,   46,    0,    0,10120,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   15,   70,   30,   30,   40,   50,     ,   31,    8,   24,    0,    0,10120,   69,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   16,   40,   30,   30,   40,   38,     ,   20,    2,    4,    0,    0,10116,   65,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   17,   20,   20,   20,   30,   39,     ,   22,    0,    0,    0,    0,10117,   66,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   18,   10,   20,   20,   30,   40,   10,   22,    0,    0,    0,    0,10114,   64,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   19,   20,   20,   20,   30,   37,     ,   20,    0,    0,    0,    0,10115,   62,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   20,  360,   30,   30,   40,   46,     ,   30,    0,    0,    0,    0,10112,   61,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   21,   20,   30,   30,   50,   48,     ,   32,    0,    0,    0,    0,10108,   59,    8,   89,   10,    7,    0,    0,    0,    0,    0
  240,20191117,   22,   20,   30,   30,   40,   50,     ,   26,    0,    0,    0,    0,10104,   69,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   23,   10,   30,   30,   50,   55,     ,   21,    0,    0,    0,    0,10100,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20191117,   24,   20,   30,   40,   60,   57,   14,   22,    0,    0,    0,    0,10095,   75,    8,   78,     ,    5,    0,    0,    0,    0,    0
  240,20191118,    1,  360,   20,   20,   60,   53,     ,   27,    0,    0,    0,   -1,10097,   70,    8,   83,   51,    7,    0,    1,    0,    0,    0
  240,20191118,    2,   10,   20,   20,   40,   51,     ,   37,    0,    0,   10,   10,10096,   61,    8,   90,   82,    7,    0,    1,    0,    0,    0
  240,20191118,    3,  330,   20,   10,   30,   48,     ,   41,    0,    0,   10,   12,10093,   56,    8,   95,   62,    7,    0,    1,    0,    0,    0
  240,20191118,    4,  320,   10,   10,   30,   46,     ,   41,    0,    0,   10,    9,10092,   46,    8,   96,   58,    7,    0,    1,    0,    0,    0
  240,20191118,    5,   10,   20,   20,   40,   53,     ,   41,    0,    0,   10,    4,10091,   65,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20191118,    6,  320,   30,   40,   50,   51,   42,   43,    0,    0,   10,    3,10088,   58,    8,   94,   61,    7,    0,    1,    0,    0,    0
  240,20191118,    7,  330,   40,   40,   70,   54,     ,   45,    0,    0,    3,    1,10090,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20191118,    8,  320,   40,   50,   70,   59,     ,   49,    0,    2,    2,    1,10088,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20191118,    9,  330,   40,   40,   70,   65,     ,   55,    0,    8,    0,   -1,10091,   65,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20191118,   10,  350,   30,   30,   60,   69,     ,   57,    0,    9,    9,    2,10091,   63,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20191118,   11,  340,   40,   40,   60,   71,     ,   64,    0,   19,    9,    4,10084,   58,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20191118,   12,  320,   40,   40,   60,   74,   47,   66,    0,   20,    0,   -1,10080,   65,    8,   94,   22,    7,    0,    1,    0,    0,    0
  240,20191118,   13,  310,   30,   30,   50,   76,     ,   69,    0,   13,    0,    0,10079,   60,    8,   95,     ,    5,    0,    0,    0,    0,    0
  240,20191118,   14,  330,   20,   20,   50,   77,     ,   72,    0,   12,    0,   -1,10081,   56,    8,   96,   22,    7,    0,    1,    0,    0,    0
  240,20191118,   15,  310,   20,   30,   40,   77,     ,   68,    0,    8,    3,    4,10081,   65,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20191118,   16,  310,   40,   40,   70,   79,     ,   70,    0,    2,    0,   -1,10083,   65,    8,   94,   22,    7,    0,    1,    0,    0,    0
  240,20191118,   17,  330,   50,   50,  100,   82,     ,   69,    0,    0,    3,    1,10086,   65,    8,   91,   51,    7,    0,    1,    0,    0,    0
  240,20191118,   18,  330,   60,   70,  120,   83,   71,   60,    0,    0,    0,   -1,10086,   69,    8,   85,   22,    7,    0,    1,    0,    0,    0
  240,20191118,   19,  320,   70,   70,  120,   79,     ,   42,    0,    0,    0,    0,10088,   75,    5,   77,     ,    5,    0,    0,    0,    0,    0
  240,20191118,   20,  320,   70,   70,  110,   77,     ,   43,    0,    0,    0,   -1,10095,   74,    7,   79,   51,    7,    0,    1,    0,    0,    0
  240,20191118,   21,  320,   60,   60,  120,   76,     ,   28,    0,    0,    0,   -1,10100,   75,    8,   71,   22,    7,    0,    1,    0,    0,    0
  240,20191118,   22,  300,   50,   40,   90,   58,     ,   25,    0,    0,    0,    0,10105,   75,    1,   79,     ,    5,    0,    0,    0,    0,    0
  240,20191118,   23,  310,   50,   60,   80,   64,     ,   27,    0,    0,    0,    0,10108,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20191118,   24,  290,   60,   60,  100,   58,   41,   26,    0,    0,    0,    0,10111,   75,    1,   79,    1,    7,    0,    0,    0,    0,    0
  240,20191119,    1,  290,   60,   50,   90,   67,     ,   43,    0,    0,    0,   -1,10111,   70,    6,   84,   23,    7,    0,    1,    0,    0,    0
  240,20191119,    2,  320,   50,   40,   90,   67,     ,   45,    0,    0,    2,    4,10116,   62,    8,   85,   81,    7,    0,    1,    0,    0,    0
  240,20191119,    3,  330,   50,   50,   90,   64,     ,   47,    0,    0,    7,   10,10119,   61,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20191119,    4,  350,   40,   40,   70,   62,     ,   48,    0,    0,   10,    5,10125,   66,    8,   90,   57,    7,    0,    1,    0,    0,    0
  240,20191119,    5,  220,   20,   20,   60,   53,     ,   43,    0,    0,    0,   -1,10127,   65,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20191119,    6,    0,   10,    0,   40,   43,   22,   29,    0,    0,    2,    8,10132,   70,    3,   90,   23,    7,    0,    1,    0,    0,    0
  240,20191119,    7,  190,   10,   10,   20,   32,     ,   24,    0,    0,    0,    0,10138,   65,    1,   94,     ,    5,    0,    0,    0,    0,    0
  240,20191119,    8,  180,   20,   10,   40,   38,     ,   18,    0,    6,    0,   -1,10143,   70,    1,   86,   22,    7,    0,    1,    0,    0,    0
  240,20191119,    9,  290,   30,   70,  110,   66,     ,   27,    8,   45,    0,    0,10150,   75,    8,   76,    3,    7,    0,    0,    0,    0,    0
  240,20191119,   10,  990,   40,   10,  130,   62,     ,   41,    0,   31,    4,    3,10157,   70,    8,   86,   23,    7,    0,    1,    0,    0,    0
  240,20191119,   11,  250,   20,   40,   60,   70,     ,   28,    5,   59,    0,    0,10160,   75,    8,   74,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   12,  220,   30,   50,   60,   72,    3,   41,    4,   51,    0,    0,10162,   75,    8,   80,    3,    7,    0,    0,    0,    0,    0
  240,20191119,   13,  220,   50,   50,   80,   56,     ,   38,    0,   13,    7,    9,10164,   58,    8,   87,   81,    7,    0,    1,    0,    0,    0
  240,20191119,   14,  110,   20,   20,   70,   63,     ,   42,    0,   31,    1,    1,10166,   70,    8,   86,   23,    7,    0,    1,    0,    0,    0
  240,20191119,   15,  170,   20,   20,   30,   50,     ,   35,    2,   17,    0,    0,10170,   70,    2,   90,    1,    7,    0,    0,    0,    0,    0
  240,20191119,   16,   10,   20,   20,   30,   54,     ,   39,    0,    3,    0,    0,10175,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   17,  140,   10,   20,   20,   40,     ,   29,    0,    0,    0,    0,10176,   65,    7,   92,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   18,  220,   20,   10,   40,   45,   15,   34,    0,    0,    0,   -1,10177,   65,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20191119,   19,  150,   20,   10,   30,   43,     ,   29,    0,    0,    0,   -1,10181,   70,    8,   90,   22,    7,    0,    1,    0,    0,    0
  240,20191119,   20,  170,   20,   20,   20,   25,     ,   21,    0,    0,    0,    0,10185,   65,    1,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   21,  180,   20,   20,   30,   31,     ,   25,    0,    0,    0,    0,10188,   65,    8,   95,    3,    7,    0,    0,    0,    0,    0
  240,20191119,   22,  200,   10,   10,   30,   32,     ,   25,    0,    0,    0,    0,10189,   65,    8,   95,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   23,  210,   20,   20,   20,   16,     ,    6,    0,    0,    0,    0,10190,   65,    1,   93,     ,    5,    0,    0,    0,    0,    0
  240,20191119,   24,  120,   20,   10,   20,    8,  -12,    3,    0,    0,    0,    0,10190,   65,    0,   96,    2,    7,    0,    0,    0,    0,    0
  240,20191120,    1,  130,   10,   10,   20,    3,     ,   -1,    0,    0,    0,    0,10190,   65,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    2,  120,   10,   10,   20,   -5,     ,  -11,    0,    0,    0,    0,10190,   65,    0,   96,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    3,   90,   10,   10,   20,   -9,     ,  -13,    0,    0,    0,    0,10191,   61,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    4,  100,   10,   20,   20,  -14,     ,  -18,    0,    0,    0,    0,10188,   61,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    5,  130,   10,   20,   20,   -5,     ,   -9,    0,    0,    0,    0,10187,   61,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    6,  120,   20,   20,   20,   -2,  -36,   -6,    0,    0,    0,    0,10187,   62,    0,   97,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    7,   80,   10,   20,   30,  -13,     ,  -18,    0,    0,    0,    0,10185,   63,    0,   96,     ,    5,    0,    0,    0,    0,    0
  240,20191120,    8,  120,   20,   10,   30,  -12,     ,  -17,    5,   13,    0,    0,10186,   59,    0,   95,   10,    7,    0,    0,    0,    0,    0
  240,20191120,    9,   80,   20,   20,   30,   17,     ,    9,   10,   54,    0,    0,10186,   62,    0,   94,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   10,  150,   10,   10,   30,   44,     ,   21,   10,   64,    0,    0,10188,   67,    0,   85,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   11,  150,   20,   20,   40,   55,     ,   23,    9,   77,    0,    0,10184,   69,    1,   79,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   12,  120,   20,   30,   40,   64,  -40,   30,   10,   99,    0,    0,10177,   73,    0,   78,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   13,  120,   30,   30,   50,   63,     ,   26,   10,   88,    0,    0,10171,   75,    2,   77,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   14,  100,   30,   20,   40,   65,     ,   29,   10,   65,    0,    0,10163,   75,    8,   77,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   15,  100,   30,   30,   50,   59,     ,   31,   10,   34,    0,    0,10161,   70,    7,   82,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   16,   90,   30,   20,   40,   30,     ,   14,    0,    4,    0,    0,10157,   63,    5,   88,     ,    5,    0,    0,    0,    0,    0
  240,20191120,   17,  110,   30,   30,   50,   26,     ,   15,    0,    0,    0,    0,10157,   57,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20191120,   18,  100,   30,   50,   60,   18,    0,   15,    0,    0,    0,    0,10155,    7,    8,   98,   34,    7,    1,    0,    0,    0,    0
  240,20191120,   19,  100,   50,   50,   80,   13,     ,   11,    0,    0,    0,    0,10153,   11,    8,   98,   20,    7,    1,    0,    0,    0,    0
  240,20191120,   20,  110,   40,   40,   60,   18,     ,   15,    0,    0,    0,    0,10153,   26,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20191120,   21,  100,   40,   40,   70,   21,     ,   13,    0,    0,    0,    0,10150,   28,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20191120,   22,  100,   40,   40,   70,   23,     ,   12,    0,    0,    0,    0,10144,   34,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20191120,   23,  100,   40,   40,   70,   24,     ,   12,    0,    0,    0,    0,10141,   42,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20191120,   24,   90,   40,   40,   70,   20,   12,    6,    0,    0,    0,    0,10136,   48,    8,   90,   10,    7,    0,    0,    0,    0,    0
  240,20191121,    1,  100,   40,   30,   60,   15,     ,    5,    0,    0,    0,    0,10131,   45,    8,   93,   10,    7,    0,    0,    0,    0,    0
  240,20191121,    2,   90,   40,   40,   70,   13,     ,    2,    0,    0,    0,    0,10125,   47,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20191121,    3,   90,   50,   30,   80,   15,     ,    5,    0,    0,    0,    0,10123,   50,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20191121,    4,   90,   40,   40,   80,   17,     ,    5,    0,    0,    0,    0,10119,   50,    8,   91,   10,    7,    0,    0,    0,    0,    0
